id,supplier,date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
"Рязанова А.В. ИП Глава К(Ф)Х_ЮР Валуйский МЭЗ ф-л, ООО_2022-07-06",Рязанова А.В. ИП Глава К(Ф)Х,2022-07-09,0.17926301062107086,0.39742353558540344,0.11322108656167984,-0.11152827739715576,0.3664672076702118,-0.3810333013534546,0.25432705879211426,0.10096323490142822,-0.17076171934604645,-0.1724129468202591,-0.29194265604019165,-0.1985284835100174,-0.22929205000400543,-0.14229996502399445,-0.27395015954971313,-0.27450883388519287
"Осипов Л.А. ИП Глава К(Ф)Х_Юг Руси, АО_2022-07-12",Осипов Л.А. ИП Глава К(Ф)Х,2022-07-22,0.24551700055599213,0.41956937313079834,-0.06854580342769623,-0.8444695472717285,0.49650415778160095,0.03104848973453045,0.5833733081817627,0.6375426054000854,-0.20389460027217865,-0.1106964722275734,-0.02829435095191002,-0.3175504505634308,-0.29983407258987427,-0.37873145937919617,0.5561206340789795,-0.33022090792655945
"ЛЕТО ООО_Юг Руси, АО_2022-07-15",ЛЕТО ООО,2022-07-31,0.0838376060128212,0.46171119809150696,0.0019529733108356595,-0.534509539604187,0.41522499918937683,-0.33874136209487915,0.4328997731208801,0.2659498155117035,-0.18178795278072357,-0.14337801933288574,0.13473725318908691,-0.1143794059753418,-0.2718908488750458,-0.30852991342544556,-0.05624761804938316,-0.25906655192375183
"ФОГОР ООО_ЮР Валуйский МЭЗ ф-л, ООО_2022-07-15",ФОГОР ООО,2022-08-15,0.2463730424642563,0.204856276512146,-0.026215864345431328,-0.8426604866981506,0.39691853523254395,0.08255141973495483,0.4917027950286865,0.7868404984474182,-0.1137753427028656,-0.07934287935495377,-0.02695273980498314,-0.2377433478832245,-0.3672732710838318,-0.34762319922447205,0.6138858199119568,-0.2231656312942505
"КМЗ ООО_ЮР Лабинский МЭЗ ф-л, ООО_2022-07-15",КМЗ ООО,2022-07-31,0.2944069802761078,0.14562243223190308,-0.086680568754673,-0.8499466180801392,0.4488866925239563,0.13148090243339539,0.5703045129776001,0.6257853507995605,-0.05274982750415802,-0.1215018630027771,-0.008446666412055492,-0.3185361623764038,-0.47677069902420044,-0.36350592970848083,0.6018887758255005,-0.3790656626224518
"КМЗ ООО_ЮР Лабинский МЭЗ ф-л, ООО_2022-07-20",КМЗ ООО,2022-08-07,0.33085837960243225,0.1534995436668396,-0.052278149873018265,-0.8697859048843384,0.44163617491722107,0.17061690986156464,0.5529322624206543,0.8137879967689514,-0.09894488751888275,-0.08370871841907501,0.008686576038599014,-0.29447466135025024,-0.5623999834060669,-0.35721516609191895,0.6910286545753479,-0.29171422123908997
"БИЧЕВНИНСКИЙ ЭЛЕВАТОР ООО_ЮР Валуйский МЭЗ ф-л, ООО_2022-07-20",БИЧЕВНИНСКИЙ ЭЛЕВАТОР ООО,2022-08-27,0.2550879418849945,0.1709613800048828,-0.029085824266076088,-0.8439426422119141,0.3920435607433319,0.09949541091918945,0.4906921684741974,0.788414716720581,-0.09734348952770233,-0.07965714484453201,-0.023535847663879395,-0.2375924438238144,-0.39915359020233154,-0.3455517888069153,0.6251314282417297,-0.22994482517242432
"ЛЕТО ООО_Юг Руси, АО_2022-07-20",ЛЕТО ООО,2022-07-31,0.19562320411205292,0.3917865753173828,-0.04218420013785362,-0.8158687949180603,0.4715462327003479,-0.03583034127950668,0.5218188762664795,0.5694745779037476,-0.11674536019563675,-0.11755140125751495,0.05421987548470497,-0.28023743629455566,-0.36813879013061523,-0.3532540798187256,0.43582355976104736,-0.39268046617507935
"Осыченко Е.С. ИП Глава К(Ф)Х_ЮР Валуйский МЭЗ ф-л, ООО_2022-07-21",Осыченко Е.С. ИП Глава К(Ф)Х,2022-08-04,0.23199474811553955,0.3000684678554535,-0.033507559448480606,-0.8425800800323486,0.4283730685710907,0.05401386693120003,0.5197594165802002,0.7691723704338074,-0.16454289853572845,-0.08394968509674072,-0.03554261103272438,-0.25789228081703186,-0.31852176785469055,-0.3602299094200134,0.5997325778007507,-0.23451489210128784
"Овчаренко А.И. ИП Глава К(Ф)Х_ЮР Валуйский МЭЗ ф-л, ООО_2022-07-23",Овчаренко А.И. ИП Глава К(Ф)Х,2022-08-03,0.2721101939678192,0.3786890506744385,-0.04405209794640541,-0.8556967377662659,0.4705256223678589,0.0600217841565609,0.5436546802520752,0.7241818308830261,-0.19299989938735962,-0.09080386161804199,-0.027035018429160118,-0.30517128109931946,-0.34264498949050903,-0.3582896888256073,0.6205747127532959,-0.2918242812156677
"ВЕКТОР ООО_ЮР Валуйский МЭЗ ф-л, ООО_2022-07-25",ВЕКТОР ООО,2022-08-25,0.26177868247032166,0.23890523612499237,-0.03646006062626839,-0.8552863597869873,0.4228886663913727,0.09237239509820938,0.5121712684631348,0.7929554581642151,-0.14789725840091705,-0.07716891169548035,-0.0004109001893084496,-0.26024165749549866,-0.41362321376800537,-0.3478164076805115,0.6280018091201782,-0.21692179143428802
"Осыченко Е.С. ИП Глава К(Ф)Х_ЮР Валуйский МЭЗ ф-л, ООО_2022-07-27",Осыченко Е.С. ИП Глава К(Ф)Х,2022-08-05,0.29137122631073,0.27461519837379456,-0.0331539623439312,-0.8537347316741943,0.43357524275779724,0.09284941852092743,0.5157068371772766,0.7757317423820496,-0.11519428342580795,-0.08584212511777878,-0.021991785615682602,-0.28180959820747375,-0.41406020522117615,-0.3494751453399658,0.639763593673706,-0.3072953224182129
