supplier,supplier_status,item,basis,spec_date,delivery_period_end,payment_terms,option,logistics,declared_price,consent_price,spec_price,volume_requested,volume_contracted,bids_submitted,bids_contracted,id,late
ПАРУС ООО,Трейдер,подсолнечник,"Юг Руси, АО",2022-12-26,2023-01-15,По факту,10.0,0.0,0.0,25.0,0.0,500.0,0.0,1.0,0.0,"ПАРУС ООО_Юг Руси, АО_2022-12-26",0
ПАРУС ООО,Трейдер,подсолнечник,"ЮР Аннинский МЭЗ ф-л, ООО",2023-01-13,2023-02-03,По факту,10.0,0.0,0.0,27.0,0.0,1000.0,0.0,1.0,0.0,"ПАРУС ООО_ЮР Аннинский МЭЗ ф-л, ООО_2023-01-13",0
ПАРУС ООО,Трейдер,подсолнечник,"Юг Руси, АО",2023-02-21,2023-03-22,По факту,5.0,0.0,32.0,31.0,0.0,3500.0,0.0,1.0,0.0,"ПАРУС ООО_Юг Руси, АО_2023-02-21",0
ПАРУС ООО,Трейдер,подсолнечник,"ЮР Кировский Филиал, АО",2023-02-22,2023-03-31,По факту,5.0,0.0,32.5,32.0,29.0,3500.0,3500.0,1.0,1.0,"ПАРУС ООО_ЮР Кировский Филиал, АО_2023-02-22",0
ПАРУС ООО,Трейдер,подсолнечник,"ЮР Целинский филиал, АО",2023-02-22,2023-03-31,По факту,5.0,0.0,32.0,32.0,29.0,3500.0,3500.0,1.0,1.0,"ПАРУС ООО_ЮР Целинский филиал, АО_2023-02-22",0
ПАРУС ООО,Трейдер,подсолнечник,"ЮР Аннинский МЭЗ ф-л, ООО",2023-03-06,2023-03-27,По факту,5.0,0.0,31.5,29.0,0.0,1000.0,0.0,1.0,0.0,"ПАРУС ООО_ЮР Аннинский МЭЗ ф-л, ООО_2023-03-06",0
ПК КУРСКЭКСПОРТХЛЕБ ООО,Трейдер,подсолнечник,"ЮР Валуйский МЭЗ ф-л, ООО",2022-07-09,2022-07-25,По факту,10.0,0.0,0.0,25.0,0.0,500.0,0.0,1.0,0.0,"ПК КУРСКЭКСПОРТХЛЕБ ООО_ЮР Валуйский МЭЗ ф-л, ООО_2022-07-09",0
ПК КУРСКЭКСПОРТХЛЕБ ООО,Трейдер,подсолнечник,"ЮР Валуйский МЭЗ ф-л, ООО",2022-07-25,2022-08-25,По факту,10.0,0.0,28.0,26.0,0.0,500.0,0.0,1.0,0.0,"ПК КУРСКЭКСПОРТХЛЕБ ООО_ЮР Валуйский МЭЗ ф-л, ООО_2022-07-25",0
ПК КУРСКЭКСПОРТХЛЕБ ООО,Трейдер,подсолнечник,"ЮР Валуйский МЭЗ ф-л, ООО",2022-07-27,2022-08-27,По факту,5.0,0.0,27.0,26.0,26.0,500.0,500.0,1.0,1.0,"ПК КУРСКЭКСПОРТХЛЕБ ООО_ЮР Валуйский МЭЗ ф-л, ООО_2022-07-27",1
ПК КУРСКЭКСПОРТХЛЕБ ООО,Трейдер,подсолнечник,"ЮР Валуйский МЭЗ ф-л, ООО",2022-08-28,2022-09-12,По факту,10.0,0.0,27.0,27.0,27.0,500.0,606.0,1.0,1.0,"ПК КУРСКЭКСПОРТХЛЕБ ООО_ЮР Валуйский МЭЗ ф-л, ООО_2022-08-28",0
ПК КУРСКЭКСПОРТХЛЕБ ООО,Трейдер,подсолнечник,"ЮР Валуйский МЭЗ ф-л, ООО",2022-10-16,2022-11-07,По факту,10.0,0.0,25.0,24.0,24.0,500.0,888.0,1.0,1.0,"ПК КУРСКЭКСПОРТХЛЕБ ООО_ЮР Валуйский МЭЗ ф-л, ООО_2022-10-16",1
ПК КУРСКЭКСПОРТХЛЕБ ООО,Трейдер,подсолнечник,"ЮР Чернянский МЭЗ ф-л, ООО",2022-10-19,2022-11-07,По факту,10.0,0.0,24.5,23.0,23.0,500.0,112.0,1.0,1.0,"ПК КУРСКЭКСПОРТХЛЕБ ООО_ЮР Чернянский МЭЗ ф-л, ООО_2022-10-19",0
ПК КУРСКЭКСПОРТХЛЕБ ООО,Трейдер,подсолнечник,"ЮР Валуйский МЭЗ ф-л, ООО",2022-11-16,2022-12-12,По факту,10.0,0.0,25.0,25.0,25.0,500.0,500.0,1.0,1.0,"ПК КУРСКЭКСПОРТХЛЕБ ООО_ЮР Валуйский МЭЗ ф-л, ООО_2022-11-16",0
ПК КУРСКЭКСПОРТХЛЕБ ООО,Трейдер,подсолнечник,"ЮР Валуйский МЭЗ ф-л, ООО",2022-12-02,2022-12-30,По факту,15.0,0.0,26.5,25.0,0.0,300.0,0.0,1.0,0.0,"ПК КУРСКЭКСПОРТХЛЕБ ООО_ЮР Валуйский МЭЗ ф-л, ООО_2022-12-02",0
ПК КУРСКЭКСПОРТХЛЕБ ООО,Трейдер,подсолнечник,"ЮР Валуйский МЭЗ ф-л, ООО",2022-12-03,2022-12-30,По факту,15.0,0.0,26.5,25.0,25.0,300.0,300.0,1.0,1.0,"ПК КУРСКЭКСПОРТХЛЕБ ООО_ЮР Валуйский МЭЗ ф-л, ООО_2022-12-03",0
ПК КУРСКЭКСПОРТХЛЕБ ООО,Трейдер,подсолнечник,"ЮР Валуйский МЭЗ ф-л, ООО",2022-12-07,2022-12-30,По факту,15.0,0.0,26.5,26.5,26.5,600.0,738.92,1.0,1.0,"ПК КУРСКЭКСПОРТХЛЕБ ООО_ЮР Валуйский МЭЗ ф-л, ООО_2022-12-07",0
ПК КУРСКЭКСПОРТХЛЕБ ООО,Трейдер,подсолнечник,"ЮР Валуйский МЭЗ ф-л, ООО",2022-12-22,2022-12-31,По факту,15.0,0.0,28.0,27.0,0.0,150.0,0.0,1.0,0.0,"ПК КУРСКЭКСПОРТХЛЕБ ООО_ЮР Валуйский МЭЗ ф-л, ООО_2022-12-22",0
ПК КУРСКЭКСПОРТХЛЕБ ООО,Трейдер,подсолнечник,"ЮР Валуйский МЭЗ ф-л, ООО",2023-01-23,2023-02-20,По факту,5.0,0.0,31.0,30.0,0.0,1000.0,0.0,1.0,0.0,"ПК КУРСКЭКСПОРТХЛЕБ ООО_ЮР Валуйский МЭЗ ф-л, ООО_2023-01-23",0
ПК КУРСКЭКСПОРТХЛЕБ ООО,Трейдер,подсолнечник,"ЮР Валуйский МЭЗ ф-л, ООО",2023-01-26,2023-02-23,По факту,5.0,0.0,32.0,30.0,0.0,500.0,0.0,1.0,0.0,"ПК КУРСКЭКСПОРТХЛЕБ ООО_ЮР Валуйский МЭЗ ф-л, ООО_2023-01-26",0
ПК КУРСКЭКСПОРТХЛЕБ ООО,Трейдер,подсолнечник,"ЮР Валуйский МЭЗ ф-л, ООО",2023-02-01,2023-02-28,По факту,5.0,0.0,31.5,31.5,31.5,500.0,500.0,1.0,1.0,"ПК КУРСКЭКСПОРТХЛЕБ ООО_ЮР Валуйский МЭЗ ф-л, ООО_2023-02-01",0
ПК КУРСКЭКСПОРТХЛЕБ ООО,Трейдер,подсолнечник,"ЮР Валуйский МЭЗ ф-л, ООО",2023-03-01,2023-04-05,По факту,5.0,0.0,31.0,31.0,31.0,500.0,500.0,1.0,1.0,"ПК КУРСКЭКСПОРТХЛЕБ ООО_ЮР Валуйский МЭЗ ф-л, ООО_2023-03-01",0
ПК КУРСКЭКСПОРТХЛЕБ ООО,Трейдер,подсолнечник,"ЮР Валуйский МЭЗ ф-л, ООО",2023-03-16,2023-03-16,По факту,5.0,0.0,0.0,22.0,0.0,55.6,0.0,1.0,0.0,"ПК КУРСКЭКСПОРТХЛЕБ ООО_ЮР Валуйский МЭЗ ф-л, ООО_2023-03-16",0
ПК КУРСКЭКСПОРТХЛЕБ ООО,Трейдер,подсолнечник,"ЮР Валуйский МЭЗ ф-л, ООО",2023-05-11,2023-06-11,По факту,5.0,0.0,27.0,26.0,0.0,500.0,0.0,1.0,0.0,"ПК КУРСКЭКСПОРТХЛЕБ ООО_ЮР Валуйский МЭЗ ф-л, ООО_2023-05-11",0
ПК КУРСКЭКСПОРТХЛЕБ ООО,Трейдер,подсолнечник,"ЮР Валуйский МЭЗ ф-л, ООО",2023-05-25,2023-06-08,По факту,5.0,0.0,24.1,23.0,0.0,1000.0,0.0,1.0,0.0,"ПК КУРСКЭКСПОРТХЛЕБ ООО_ЮР Валуйский МЭЗ ф-л, ООО_2023-05-25",0
ПОБЕДА ООО,СХТП,подсолнечник,"Юг Руси, АО",2022-10-20,2022-12-20,По факту,10.0,0.0,25.0,24.0,24.0,600.0,600.0,1.0,1.0,"ПОБЕДА ООО_Юг Руси, АО_2022-10-20",0
ПОБЕДА ООО,СХТП,подсолнечник,"Юг Руси, АО",2022-11-08,2022-12-20,По факту,10.0,0.0,25.5,25.5,25.5,2200.0,1500.0,1.0,1.0,"ПОБЕДА ООО_Юг Руси, АО_2022-11-08",0
ПОДСОЛНУХ ООО,СХТП,подсолнечник,"ЮР Тарасовский филиал, АО",2022-11-24,2022-12-15,По факту,15.0,1.1,26.1,25.0,23.9,150.0,150.0,1.0,1.0,"ПОДСОЛНУХ ООО_ЮР Тарасовский филиал, АО_2022-11-24",0
ПОДСОЛНУХ ООО,СХТП,подсолнечник,"ЮР Тарасовский филиал, АО",2022-12-06,2022-12-31,По факту,15.0,1.1,25.0,25.0,23.9,100.0,84.0,1.0,1.0,"ПОДСОЛНУХ ООО_ЮР Тарасовский филиал, АО_2022-12-06",0
ПОДСОЛНУХ ООО,СХТП,подсолнечник,"ЮР Тарасовский филиал, АО",2022-12-09,2022-12-25,По факту,15.0,1.1,25.0,25.0,0.0,100.0,0.0,1.0,0.0,"ПОДСОЛНУХ ООО_ЮР Тарасовский филиал, АО_2022-12-09",0
ПОДСОЛНУХ ООО,СХТП,подсолнечник,"ЮР Базковский филиал, АО",2022-12-12,2022-12-30,По факту,15.0,0.625,25.0,25.0,0.0,100.0,0.0,1.0,0.0,"ПОДСОЛНУХ ООО_ЮР Базковский филиал, АО_2022-12-12",0
ПОДСОЛНУХ ООО,СХТП,подсолнечник,"ЮР Базковский филиал, АО",2023-01-23,2023-02-08,По факту,15.0,0.8,28.5,28.5,27.7,400.0,450.0,1.0,1.0,"ПОДСОЛНУХ ООО_ЮР Базковский филиал, АО_2023-01-23",0
ПОДСОЛНУХ ООО,СХТП,подсолнечник,"ЮР Базковский филиал, АО",2023-02-22,2023-03-14,По факту,15.0,0.98,32.98,32.0,31.02,400.0,400.0,1.0,1.0,"ПОДСОЛНУХ ООО_ЮР Базковский филиал, АО_2023-02-22",1
ПРОСТОР ООО,СХТП,подсолнечник,"Юг Руси, АО",2022-11-25,2022-12-12,По факту,15.0,0.0,26.0,25.0,25.0,1500.0,1500.0,1.0,1.0,"ПРОСТОР ООО_Юг Руси, АО_2022-11-25",0
ПРОСТОР ООО,СХТП,подсолнечник,"Юг Руси, АО",2022-12-03,2022-12-04,По факту,10.0,0.0,25.0,25.0,25.0,180.0,180.0,1.0,1.0,"ПРОСТОР ООО_Юг Руси, АО_2022-12-03",0
ПРОСТОР ООО,СХТП,подсолнечник,"Юг Руси, АО",2023-01-11,2023-01-22,По факту,5.0,0.0,28.0,28.0,0.0,1500.0,0.0,1.0,0.0,"ПРОСТОР ООО_Юг Руси, АО_2023-01-11",0
ПРОСТОР ООО   М.Курганский,СХТП,подсолнечник,"ЮР Успенский филиал, АО",2022-10-08,2022-11-08,По факту,10.0,0.0,23.0,23.0,23.0,1000.0,1000.0,1.0,1.0,"ПРОСТОР ООО   М.Курганский_ЮР Успенский филиал, АО_2022-10-08",0
ПРОСТОР ООО   М.Курганский,СХТП,подсолнечник,"ЮР Успенский филиал, АО",2023-06-14,2023-06-28,По факту,15.0,0.0,22.0,21.0,21.0,130.0,130.0,1.0,1.0,"ПРОСТОР ООО   М.Курганский_ЮР Успенский филиал, АО_2023-06-14",0
Павлов Александр Викторович ИП,СХТП,подсолнечник,"ЮР Морозовский филиал, АО",2022-11-30,2022-12-10,По факту,15.0,0.0,25.0,25.0,25.0,20.0,20.0,1.0,1.0,"Павлов Александр Викторович ИП_ЮР Морозовский филиал, АО_2022-11-30",0
Павлов Александр Викторович ИП,СХТП,подсолнечник,"ЮР Белокалитвинский филиал, АО",2023-02-28,2023-03-31,По факту,15.0,0.0,31.0,31.0,31.0,160.0,93.0,1.0,1.0,"Павлов Александр Викторович ИП_ЮР Белокалитвинский филиал, АО_2023-02-28",0
Павлов Александр Викторович ИП,СХТП,подсолнечник,"ЮР Белокалитвинский филиал, АО",2023-04-01,2023-04-01,По факту,5.0,0.0,20.0,20.0,20.0,85.81,85.81,1.0,1.0,"Павлов Александр Викторович ИП_ЮР Белокалитвинский филиал, АО_2023-04-01",0
Павлов Александр Викторович ИП,СХТП,подсолнечник,"ЮР Белокалитвинский филиал, АО",2023-05-29,2023-06-10,По факту,15.0,0.0,21.5,21.5,21.5,16.0,23.14,1.0,1.0,"Павлов Александр Викторович ИП_ЮР Белокалитвинский филиал, АО_2023-05-29",0
Павлов Валерий Николаевич ИП,СХТП,подсолнечник,"ЮР Морозовский филиал, АО",2023-02-03,2023-02-28,По факту,15.0,0.0,30.0,30.0,30.0,25.0,19.0,1.0,1.0,"Павлов Валерий Николаевич ИП_ЮР Морозовский филиал, АО_2023-02-03",0
Павлов Валерий Николаевич ИП,СХТП,подсолнечник,"ЮР Белокалитвинский филиал, АО",2023-05-15,2023-05-28,По факту,15.0,0.0,23.5,22.0,0.0,25.0,0.0,1.0,0.0,"Павлов Валерий Николаевич ИП_ЮР Белокалитвинский филиал, АО_2023-05-15",0
Павлов Валерий Николаевич ИП,СХТП,подсолнечник,"ЮР Белокалитвинский филиал, АО",2023-05-16,2023-05-31,По факту,15.0,0.0,22.0,22.0,0.0,25.0,0.0,1.0,0.0,"Павлов Валерий Николаевич ИП_ЮР Белокалитвинский филиал, АО_2023-05-16",0
Павлов Валерий Николаевич ИП,СХТП,подсолнечник,"ЮР Белокалитвинский филиал, АО",2023-05-25,2023-06-08,По факту,15.0,0.0,22.0,21.5,21.5,40.0,40.0,1.0,1.0,"Павлов Валерий Николаевич ИП_ЮР Белокалитвинский филиал, АО_2023-05-25",0
Павлов М.Т. ИП Глава К(Ф)Х,СХТП,подсолнечник,"ЮР Базковский филиал, АО",2022-11-02,2022-12-03,По факту,10.0,0.0,24.0,23.8,23.8,200.0,200.0,1.0,1.0,"Павлов М.Т. ИП Глава К(Ф)Х_ЮР Базковский филиал, АО_2022-11-02",0
Павлов М.Т. ИП Глава К(Ф)Х,СХТП,подсолнечник,"ЮР Базковский филиал, АО",2022-11-18,2022-12-10,По факту,10.0,0.0,25.0,24.5,24.5,100.0,100.0,1.0,1.0,"Павлов М.Т. ИП Глава К(Ф)Х_ЮР Базковский филиал, АО_2022-11-18",0
Павлов М.Т. ИП Глава К(Ф)Х,СХТП,подсолнечник,"ЮР Базковский филиал, АО",2022-11-23,2022-12-10,По факту,15.0,0.0,25.0,25.0,25.0,100.0,100.0,1.0,1.0,"Павлов М.Т. ИП Глава К(Ф)Х_ЮР Базковский филиал, АО_2022-11-23",0
Павлов М.Т. ИП Глава К(Ф)Х,СХТП,подсолнечник,"ЮР Базковский филиал, АО",2022-11-24,2022-12-10,По факту,15.0,0.0,25.0,25.0,0.0,100.0,0.0,1.0,0.0,"Павлов М.Т. ИП Глава К(Ф)Х_ЮР Базковский филиал, АО_2022-11-24",0
Павлов М.Т. ИП Глава К(Ф)Х,СХТП,подсолнечник,"ЮР Базковский филиал, АО",2022-11-27,2022-11-27,По факту,10.0,0.0,25.0,25.0,25.0,61.83,61.83,1.0,1.0,"Павлов М.Т. ИП Глава К(Ф)Х_ЮР Базковский филиал, АО_2022-11-27",0
Павлов М.Т. ИП Глава К(Ф)Х,СХТП,подсолнечник,"ЮР Базковский филиал, АО",2022-11-29,2022-11-29,По факту,10.0,0.0,25.0,25.0,25.0,19.5,19.5,1.0,1.0,"Павлов М.Т. ИП Глава К(Ф)Х_ЮР Базковский филиал, АО_2022-11-29",0
Павлов М.Т. ИП Глава К(Ф)Х,СХТП,подсолнечник,"ЮР Базковский филиал, АО",2022-11-30,2022-11-30,По факту,10.0,0.0,25.0,25.0,25.0,59.87,59.87,1.0,1.0,"Павлов М.Т. ИП Глава К(Ф)Х_ЮР Базковский филиал, АО_2022-11-30",0
Павлов М.Т. ИП Глава К(Ф)Х,СХТП,подсолнечник,"ЮР Базковский филиал, АО",2022-12-10,2023-01-10,По факту,15.0,0.0,25.0,25.0,25.0,100.0,119.0,1.0,1.0,"Павлов М.Т. ИП Глава К(Ф)Х_ЮР Базковский филиал, АО_2022-12-10",0
Павлов М.Т. ИП Глава К(Ф)Х,СХТП,подсолнечник,"ЮР Базковский филиал, АО",2022-12-16,2022-12-17,По факту,15.0,0.0,25.0,25.0,25.0,62.88,62.88,1.0,1.0,"Павлов М.Т. ИП Глава К(Ф)Х_ЮР Базковский филиал, АО_2022-12-16",0
Павлов М.Т. ИП Глава К(Ф)Х,СХТП,подсолнечник,"ЮР Базковский филиал, АО",2023-01-26,2023-02-26,По факту,10.0,0.0,28.0,28.0,0.0,200.0,0.0,1.0,0.0,"Павлов М.Т. ИП Глава К(Ф)Х_ЮР Базковский филиал, АО_2023-01-26",0
Павлов М.Т. ИП Глава К(Ф)Х,СХТП,подсолнечник,"ЮР Базковский филиал, АО",2023-01-27,2023-02-15,По факту,15.0,0.0,28.0,28.0,28.0,100.0,115.0,1.0,1.0,"Павлов М.Т. ИП Глава К(Ф)Х_ЮР Базковский филиал, АО_2023-01-27",0
Павлов М.Т. ИП Глава К(Ф)Х,СХТП,подсолнечник,"ЮР Базковский филиал, АО",2023-02-03,2023-02-28,По факту,15.0,0.0,29.0,29.0,29.0,100.0,123.0,1.0,1.0,"Павлов М.Т. ИП Глава К(Ф)Х_ЮР Базковский филиал, АО_2023-02-03",0
Павлов М.Т. ИП Глава К(Ф)Х,СХТП,подсолнечник,"ЮР Базковский филиал, АО",2023-03-02,2023-04-30,По факту,15.0,0.0,9.666666666666666,29.5,24.0,450.0,450.0,1.0,1.0,"Павлов М.Т. ИП Глава К(Ф)Х_ЮР Базковский филиал, АО_2023-03-02",0
Панков В.П. ИП Глава К(Ф)Х,СХТП,подсолнечник,"ЮР Лискинский МЭЗ ф-л, ООО",2022-10-04,2022-10-18,По факту,10.0,0.0,26.5,24.0,0.0,100.0,0.0,1.0,0.0,"Панков В.П. ИП Глава К(Ф)Х_ЮР Лискинский МЭЗ ф-л, ООО_2022-10-04",0
Панков В.П. ИП Глава К(Ф)Х,СХТП,подсолнечник,"ЮР Лискинский МЭЗ ф-л, ООО",2022-11-12,2022-11-28,По факту,15.0,0.0,26.0,25.0,25.0,100.0,100.0,1.0,1.0,"Панков В.П. ИП Глава К(Ф)Х_ЮР Лискинский МЭЗ ф-л, ООО_2022-11-12",0
Панков В.П. ИП Глава К(Ф)Х,СХТП,подсолнечник,"ЮР Лискинский МЭЗ ф-л, ООО",2023-02-11,2023-03-01,По факту,10.0,0.0,31.8,31.8,0.0,200.0,0.0,1.0,0.0,"Панков В.П. ИП Глава К(Ф)Х_ЮР Лискинский МЭЗ ф-л, ООО_2023-02-11",0
Панков В.П. ИП Глава К(Ф)Х,СХТП,подсолнечник,"ЮР Лискинский МЭЗ ф-л, ООО",2023-02-22,2023-03-11,По факту,15.0,0.0,32.0,32.0,32.0,100.0,100.0,1.0,1.0,"Панков В.П. ИП Глава К(Ф)Х_ЮР Лискинский МЭЗ ф-л, ООО_2023-02-22",0
"Панфилов В.В., ИП агент закупки",Агент,пшеница,"Юг Руси, АО",2022-09-19,2022-09-26,По факту,10.0,0.0,0.0,12.763636363636364,0.0,120.0,0.0,1.0,0.0,"Панфилов В.В., ИП агент закупки_Юг Руси, АО_2022-09-19",0
"Панфилов В.В., ИП агент закупки",Агент,пшеница,"Юг Руси, АО",2022-09-28,2022-10-19,По факту,10.0,0.0,0.0,13.581818181818182,0.0,450.0,0.0,1.0,0.0,"Панфилов В.В., ИП агент закупки_Юг Руси, АО_2022-09-28",0
"Панфилов В.В., ИП агент закупки",Агент,пшеница,"Юг Руси, АО",2022-09-30,2022-10-02,По факту,5.0,0.0,0.0,13.581818181818182,13.581818181818182,220.0,220.0,1.0,1.0,"Панфилов В.В., ИП агент закупки_Юг Руси, АО_2022-09-30",0
"Панфилов В.В., ИП агент закупки",Агент,подсолнечник,"ЮР Успенский филиал, АО",2022-10-17,2022-10-27,По факту,10.0,0.0,0.0,22.0,0.0,170.0,0.0,1.0,0.0,"Панфилов В.В., ИП агент закупки_ЮР Успенский филиал, АО_2022-10-17",0
"Панфилов В.В., ИП агент закупки",Агент,подсолнечник,"Юг Руси, АО",2022-10-17,2022-10-25,По факту,10.0,0.0,0.0,22.0,0.0,27.0,0.0,1.0,0.0,"Панфилов В.В., ИП агент закупки_Юг Руси, АО_2022-10-17",0
"Панфилов В.В., ИП агент закупки",Агент,подсолнечник,"Юг Руси, АО",2022-10-24,2022-11-14,По факту,10.0,0.0,0.0,22.25,0.0,220.0,0.0,1.0,0.0,"Панфилов В.В., ИП агент закупки_Юг Руси, АО_2022-10-24",0
"Панфилов В.В., ИП агент закупки",Агент,подсолнечник,"ЮР Успенский филиал, АО",2022-10-31,2022-11-14,По факту,10.0,0.0,0.0,23.5,23.5,500.0,500.0,1.0,1.0,"Панфилов В.В., ИП агент закупки_ЮР Успенский филиал, АО_2022-10-31",0
"Панфилов В.В., ИП агент закупки",Агент,подсолнечник,"Юг Руси, АО",2022-10-31,2022-11-14,По факту,10.0,0.0,0.0,23.5,0.0,500.0,0.0,1.0,0.0,"Панфилов В.В., ИП агент закупки_Юг Руси, АО_2022-10-31",0
"Панфилов В.В., ИП агент закупки",Агент,подсолнечник,"Юг Руси, АО",2022-11-07,2022-11-21,По факту,10.0,0.0,0.0,22.5,0.0,270.0,0.0,1.0,0.0,"Панфилов В.В., ИП агент закупки_Юг Руси, АО_2022-11-07",0
"Панфилов В.В., ИП агент закупки",Агент,подсолнечник,"Юг Руси, АО",2022-11-10,2022-11-20,По факту,10.0,0.0,0.0,24.5,0.0,150.0,0.0,1.0,0.0,"Панфилов В.В., ИП агент закупки_Юг Руси, АО_2022-11-10",0
"Панфилов В.В., ИП агент закупки",Агент,подсолнечник,"Юг Руси, АО",2022-11-17,2022-12-01,По факту,10.0,0.0,0.0,23.0,0.0,400.0,0.0,1.0,0.0,"Панфилов В.В., ИП агент закупки_Юг Руси, АО_2022-11-17",0
"Панфилов В.В., ИП агент закупки",Агент,подсолнечник,"Юг Руси, АО",2022-11-18,2022-12-04,По факту,10.0,0.0,0.0,24.0,0.0,400.0,0.0,1.0,0.0,"Панфилов В.В., ИП агент закупки_Юг Руси, АО_2022-11-18",0
"Панфилов В.В., ИП агент закупки",Агент,подсолнечник,"Юг Руси, АО",2022-11-21,2022-12-05,По факту,10.0,0.0,0.0,24.0,0.0,400.0,0.0,1.0,0.0,"Панфилов В.В., ИП агент закупки_Юг Руси, АО_2022-11-21",0
Панян А.А. ИП Глава К(Ф)Х,СХТП,подсолнечник,"ЮР Успенский филиал, АО",2022-12-19,2022-12-19,По факту,5.0,0.0,25.0,25.0,25.0,20.47,20.47,1.0,1.0,"Панян А.А. ИП Глава К(Ф)Х_ЮР Успенский филиал, АО_2022-12-19",0
Панян А.А. ИП Глава К(Ф)Х,СХТП,подсолнечник,"ЮР Успенский филиал, АО",2022-12-20,2022-12-20,По факту,5.0,0.0,25.0,25.0,25.0,38.27,38.27,1.0,1.0,"Панян А.А. ИП Глава К(Ф)Х_ЮР Успенский филиал, АО_2022-12-20",0
Панян А.А. ИП Глава К(Ф)Х,СХТП,подсолнечник,"ЮР Успенский филиал, АО",2022-12-21,2022-12-21,По факту,5.0,0.0,25.0,25.0,25.0,17.56,17.56,1.0,1.0,"Панян А.А. ИП Глава К(Ф)Х_ЮР Успенский филиал, АО_2022-12-21",0
Панян А.А. ИП Глава К(Ф)Х,СХТП,подсолнечник,"ЮР Успенский филиал, АО",2022-12-22,2022-12-22,По факту,5.0,0.0,25.0,25.0,25.0,17.62,17.62,1.0,1.0,"Панян А.А. ИП Глава К(Ф)Х_ЮР Успенский филиал, АО_2022-12-22",0
Папченко Д.Н. ИП Глава К(Ф)Х,СХТП,подсолнечник,"Юг Руси, АО",2022-09-08,2022-09-25,По факту,15.0,0.0,25.0,25.0,0.0,200.0,0.0,1.0,0.0,"Папченко Д.Н. ИП Глава К(Ф)Х_Юг Руси, АО_2022-09-08",0
Папченко Д.Н. ИП Глава К(Ф)Х,СХТП,подсолнечник,"Юг Руси, АО",2022-09-21,2022-09-21,По факту,15.0,0.0,23.0,23.0,23.0,17.26,17.26,1.0,1.0,"Папченко Д.Н. ИП Глава К(Ф)Х_Юг Руси, АО_2022-09-21",0
Папченко Д.Н. ИП Глава К(Ф)Х,СХТП,подсолнечник,"ЮР Успенский филиал, АО",2022-10-07,2022-10-09,По факту,5.0,0.0,21.0,21.0,21.0,67.42,67.42,1.0,1.0,"Папченко Д.Н. ИП Глава К(Ф)Х_ЮР Успенский филиал, АО_2022-10-07",0
Папченко Д.Н. ИП Глава К(Ф)Х,СХТП,подсолнечник,"ЮР Успенский филиал, АО",2022-10-17,2022-10-17,По факту,5.0,0.0,23.0,22.0,22.0,44.56,44.56,1.0,1.0,"Папченко Д.Н. ИП Глава К(Ф)Х_ЮР Успенский филиал, АО_2022-10-17",0
Папченко Д.Н. ИП Глава К(Ф)Х,СХТП,подсолнечник,"ЮР Успенский филиал, АО",2022-10-18,2022-10-18,По факту,5.0,0.0,23.0,22.0,22.0,22.23,22.23,1.0,1.0,"Папченко Д.Н. ИП Глава К(Ф)Х_ЮР Успенский филиал, АО_2022-10-18",0
Папченко Д.Н. ИП Глава К(Ф)Х,СХТП,подсолнечник,"ЮР Успенский филиал, АО",2022-11-10,2022-11-27,По факту,10.0,0.0,23.5,23.5,23.5,110.0,100.0,1.0,1.0,"Папченко Д.Н. ИП Глава К(Ф)Х_ЮР Успенский филиал, АО_2022-11-10",0
Папченко Д.Н. ИП Глава К(Ф)Х,СХТП,подсолнечник,"Юг Руси, АО",2022-11-29,2022-12-18,По факту,15.0,0.0,25.0,25.0,25.0,48.0,98.0,1.0,1.0,"Папченко Д.Н. ИП Глава К(Ф)Х_Юг Руси, АО_2022-11-29",0
Папченко Д.Н. ИП Глава К(Ф)Х,СХТП,подсолнечник,"Юг Руси, АО",2022-12-27,2022-12-27,По факту,5.0,0.0,25.5,25.5,25.5,24.18,24.18,1.0,1.0,"Папченко Д.Н. ИП Глава К(Ф)Х_Юг Руси, АО_2022-12-27",0
Пасикова Светлана Николаевна ИП,СХТП,подсолнечник,"ЮР Тарасовский филиал, АО",2022-12-11,2022-12-14,По факту,15.0,0.0,25.0,25.0,25.0,50.0,50.0,1.0,1.0,"Пасикова Светлана Николаевна ИП_ЮР Тарасовский филиал, АО_2022-12-11",0
Пасикова Светлана Николаевна ИП,СХТП,подсолнечник,"ЮР Тарасовский филиал, АО",2023-01-23,2023-02-20,По факту,15.0,0.0,28.5,28.5,28.5,300.0,300.0,1.0,1.0,"Пасикова Светлана Николаевна ИП_ЮР Тарасовский филиал, АО_2023-01-23",0
Пасикова Светлана Николаевна ИП,СХТП,подсолнечник,"ЮР Белокалитвинский филиал, АО",2023-06-23,2023-06-30,По факту,15.0,0.0,21.0,21.0,0.0,20.0,0.0,1.0,0.0,"Пасикова Светлана Николаевна ИП_ЮР Белокалитвинский филиал, АО_2023-06-23",0
Пасикова Светлана Николаевна ИП,СХТП,подсолнечник,"ЮР Белокалитвинский филиал, АО",2023-07-11,2023-07-19,По факту,15.0,0.0,22.0,21.0,21.0,25.0,25.0,1.0,1.0,"Пасикова Светлана Николаевна ИП_ЮР Белокалитвинский филиал, АО_2023-07-11",0
