supplier,supplier_status,item,basis,spec_date,delivery_period_end,payment_terms,option,logistics,declared_price,consent_price,spec_price,volume_requested,volume_contracted,bids_submitted,bids_contracted,id,late
АГРОПРАЙМ ООО,Трейдер,подсолнечник,"ЮР Лабинский МЭЗ ф-л, ООО",2023-06-20,2023-06-22,По факту,5.0,0.0,22.0,22.0,0.0,2000.0,0.0,1.0,0.0,"АГРОПРАЙМ ООО_ЮР Лабинский МЭЗ ф-л, ООО_2023-06-20",0
АГРОПРАЙМ ООО,Трейдер,подсолнечник,"ЮР Лабинский МЭЗ ф-л, ООО",2023-06-30,2023-07-04,По факту,5.0,0.0,21.99,21.99,0.0,2000.0,0.0,1.0,0.0,"АГРОПРАЙМ ООО_ЮР Лабинский МЭЗ ф-л, ООО_2023-06-30",0
АГРОПРОДУКТ ООО,СХТП,подсолнечник,"ЮР Валуйский МЭЗ ф-л, ООО",2022-10-24,2022-11-07,По факту,10.0,0.0,24.0,23.0,23.0,150.0,150.0,1.0,1.0,"АГРОПРОДУКТ ООО_ЮР Валуйский МЭЗ ф-л, ООО_2022-10-24",0
АГРОПРОДУКТ ООО,СХТП,подсолнечник,"ЮР Валуйский МЭЗ ф-л, ООО",2022-11-30,2022-12-30,По факту,15.0,0.0,26.0,25.0,0.0,300.0,0.0,1.0,0.0,"АГРОПРОДУКТ ООО_ЮР Валуйский МЭЗ ф-л, ООО_2022-11-30",0
АГРОПРОДУКТ ООО,СХТП,подсолнечник,"ЮР Валуйский МЭЗ ф-л, ООО",2023-02-17,2023-03-10,По факту,10.0,0.0,32.0,32.0,32.0,67.0,67.0,1.0,1.0,"АГРОПРОДУКТ ООО_ЮР Валуйский МЭЗ ф-л, ООО_2023-02-17",0
АГРОПРОМ ООО,Трейдер,подсолнечник,"ЮР Валуйский МЭЗ ф-л, ООО",2022-08-05,2022-08-31,По факту,10.0,0.0,29.0,26.0,0.0,1000.0,0.0,1.0,0.0,"АГРОПРОМ ООО_ЮР Валуйский МЭЗ ф-л, ООО_2022-08-05",0
АГРОПРОМ ООО,Трейдер,подсолнечник,"ЮР Лискинский МЭЗ ф-л, ООО",2022-10-19,2022-11-21,По факту,10.0,0.0,26.5,24.0,0.0,2000.0,0.0,1.0,0.0,"АГРОПРОМ ООО_ЮР Лискинский МЭЗ ф-л, ООО_2022-10-19",0
АГРОПРОМ ООО,Трейдер,подсолнечник,"ЮР Лискинский МЭЗ ф-л, ООО",2022-10-21,2022-11-25,По факту,10.0,0.0,26.0,23.0,0.0,2000.0,0.0,1.0,0.0,"АГРОПРОМ ООО_ЮР Лискинский МЭЗ ф-л, ООО_2022-10-21",0
АГРОПРОМ ООО,Трейдер,подсолнечник,"ЮР Лискинский МЭЗ ф-л, ООО",2022-10-26,2022-12-05,По факту,15.0,0.0,26.0,24.0,24.0,3000.0,1139.0,1.0,1.0,"АГРОПРОМ ООО_ЮР Лискинский МЭЗ ф-л, ООО_2022-10-26",0
АГРОПРОМ ООО,Трейдер,подсолнечник,"ЮР Чернянский МЭЗ ф-л, ООО",2022-11-09,2022-11-18,По факту,10.0,0.0,25.0,24.0,24.0,50.0,50.0,1.0,1.0,"АГРОПРОМ ООО_ЮР Чернянский МЭЗ ф-л, ООО_2022-11-09",0
АГРОПРОМ ООО,Трейдер,подсолнечник,"ЮР Валуйский МЭЗ ф-л, ООО",2022-11-14,2022-12-10,По факту,15.0,0.0,25.0,25.0,25.0,700.0,700.0,1.0,1.0,"АГРОПРОМ ООО_ЮР Валуйский МЭЗ ф-л, ООО_2022-11-14",1
АГРОПРОМ ООО,Трейдер,подсолнечник,"ЮР Лискинский МЭЗ ф-л, ООО",2022-11-15,2022-12-14,По факту,15.0,0.0,25.5,25.0,0.0,1000.0,0.0,1.0,0.0,"АГРОПРОМ ООО_ЮР Лискинский МЭЗ ф-л, ООО_2022-11-15",0
АГРОПРОМ ООО,Трейдер,подсолнечник,"Митрофановское ХПП, ООО",2022-11-24,2022-12-25,По факту,15.0,0.0,24.0,24.0,24.0,1000.0,1000.0,1.0,1.0,"АГРОПРОМ ООО_Митрофановское ХПП, ООО_2022-11-24",0
АГРОПРОМ ООО,Трейдер,подсолнечник,"ЮР Аннинский МЭЗ ф-л, ООО",2022-12-05,2022-12-31,По факту,15.0,0.0,27.0,25.0,0.0,1000.0,0.0,1.0,0.0,"АГРОПРОМ ООО_ЮР Аннинский МЭЗ ф-л, ООО_2022-12-05",0
АГРОПРОМ ООО,Трейдер,подсолнечник,"Митрофановское ХПП, ООО",2022-12-07,2022-12-30,По факту,15.0,0.0,24.0,24.0,24.0,860.0,860.0,1.0,1.0,"АГРОПРОМ ООО_Митрофановское ХПП, ООО_2022-12-07",0
АГРОПРОМ ООО,Трейдер,подсолнечник,"Митрофановское ХПП, ООО",2022-12-09,2022-12-31,По факту,15.0,0.0,27.0,25.0,0.0,1000.0,0.0,1.0,0.0,"АГРОПРОМ ООО_Митрофановское ХПП, ООО_2022-12-09",0
АГРОПРОМ ООО,Трейдер,подсолнечник,"ЮР Валуйский МЭЗ ф-л, ООО",2022-12-09,2022-12-25,По факту,15.0,0.0,27.0,26.5,26.5,300.0,300.0,1.0,1.0,"АГРОПРОМ ООО_ЮР Валуйский МЭЗ ф-л, ООО_2022-12-09",1
АГРОПРОМ ООО,Трейдер,подсолнечник,"ЮР Лискинский МЭЗ ф-л, ООО",2022-12-09,2022-12-31,По факту,15.0,0.0,27.5,27.0,27.0,1000.0,1800.0,1.0,1.0,"АГРОПРОМ ООО_ЮР Лискинский МЭЗ ф-л, ООО_2022-12-09",0
АГРОПРОМ ООО,Трейдер,подсолнечник,"ЮР Валуйский МЭЗ ф-л, ООО",2022-12-10,2023-01-15,По факту,15.0,0.0,28.0,25.0,0.0,2000.0,0.0,1.0,0.0,"АГРОПРОМ ООО_ЮР Валуйский МЭЗ ф-л, ООО_2022-12-10",0
АГРОПРОМ ООО,Трейдер,подсолнечник,"ЮР Валуйский МЭЗ ф-л, ООО",2022-12-22,2023-01-22,По факту,15.0,0.0,28.0,27.0,0.0,500.0,0.0,1.0,0.0,"АГРОПРОМ ООО_ЮР Валуйский МЭЗ ф-л, ООО_2022-12-22",0
АГРОПРОМ ООО,Трейдер,подсолнечник,"ЮР Лискинский МЭЗ ф-л, ООО",2022-12-23,2023-01-22,По факту,15.0,0.0,28.25,27.0,0.0,1000.0,0.0,1.0,0.0,"АГРОПРОМ ООО_ЮР Лискинский МЭЗ ф-л, ООО_2022-12-23",0
АГРОПРОМ ООО,Трейдер,подсолнечник,"ЮР Лискинский МЭЗ ф-л, ООО",2022-12-26,2023-01-26,По факту,15.0,0.0,28.0,26.0,0.0,850.0,0.0,1.0,0.0,"АГРОПРОМ ООО_ЮР Лискинский МЭЗ ф-л, ООО_2022-12-26",0
АГРОПРОМ ООО,Трейдер,подсолнечник,"ЮР Лискинский МЭЗ ф-л, ООО",2022-12-27,2023-01-15,По факту,15.0,0.0,27.5,27.5,0.0,850.0,0.0,1.0,0.0,"АГРОПРОМ ООО_ЮР Лискинский МЭЗ ф-л, ООО_2022-12-27",0
АГРОПРОМ ООО,Трейдер,подсолнечник,"ЮР Валуйский МЭЗ ф-л, ООО",2023-01-12,2023-02-12,По факту,15.0,0.0,29.0,29.0,0.0,2000.0,0.0,1.0,0.0,"АГРОПРОМ ООО_ЮР Валуйский МЭЗ ф-л, ООО_2023-01-12",0
АГРОПРОМ ООО,Трейдер,подсолнечник,"ЮР Лискинский МЭЗ ф-л, ООО",2023-01-12,2023-02-12,По факту,15.0,0.0,29.0,29.0,0.0,2000.0,0.0,1.0,0.0,"АГРОПРОМ ООО_ЮР Лискинский МЭЗ ф-л, ООО_2023-01-12",0
АГРОПРОМ ООО,Трейдер,подсолнечник,"ЮР Лискинский МЭЗ ф-л, ООО",2023-01-13,2023-02-19,По факту,15.0,0.0,29.5,27.0,0.0,3000.0,0.0,1.0,0.0,"АГРОПРОМ ООО_ЮР Лискинский МЭЗ ф-л, ООО_2023-01-13",0
АГРОПРОМ ООО,Трейдер,подсолнечник,"Митрофановское ХПП, ООО",2023-01-23,2023-02-23,По факту,5.0,0.0,30.0,30.0,30.0,2000.0,2000.0,1.0,1.0,"АГРОПРОМ ООО_Митрофановское ХПП, ООО_2023-01-23",1
АГРОПРОМ ООО,Трейдер,подсолнечник,"ЮР Лискинский МЭЗ ф-л, ООО",2023-01-24,2023-02-28,По факту,5.0,0.0,31.5,29.0,0.0,1000.0,0.0,1.0,0.0,"АГРОПРОМ ООО_ЮР Лискинский МЭЗ ф-л, ООО_2023-01-24",0
АГРОПРОМ ООО,Трейдер,подсолнечник,"ЮР Лискинский МЭЗ ф-л, ООО",2023-01-26,2023-02-26,По факту,5.0,0.0,31.8,30.0,0.0,1000.0,0.0,1.0,0.0,"АГРОПРОМ ООО_ЮР Лискинский МЭЗ ф-л, ООО_2023-01-26",0
АГРОПРОМ ООО,Трейдер,подсолнечник,"ЮР Валуйский МЭЗ ф-л, ООО",2023-01-31,2023-03-02,По факту,5.0,0.0,32.0,30.0,0.0,1000.0,0.0,1.0,0.0,"АГРОПРОМ ООО_ЮР Валуйский МЭЗ ф-л, ООО_2023-01-31",0
АГРОПРОМ ООО,Трейдер,подсолнечник,"ЮР Лискинский МЭЗ ф-л, ООО",2023-01-31,2023-03-02,По факту,5.0,0.0,32.0,30.0,0.0,1000.0,0.0,1.0,0.0,"АГРОПРОМ ООО_ЮР Лискинский МЭЗ ф-л, ООО_2023-01-31",0
АГРОПРОМ ООО,Трейдер,подсолнечник,"ЮР Лискинский МЭЗ ф-л, ООО",2023-02-01,2023-02-28,По факту,5.0,0.0,31.0,30.0,0.0,1100.0,0.0,1.0,0.0,"АГРОПРОМ ООО_ЮР Лискинский МЭЗ ф-л, ООО_2023-02-01",0
АГРОПРОМ ООО,Трейдер,подсолнечник,"ЮР Лискинский МЭЗ ф-л, ООО",2023-02-02,2023-03-02,По факту,5.0,0.0,32.5,31.0,0.0,1000.0,0.0,1.0,0.0,"АГРОПРОМ ООО_ЮР Лискинский МЭЗ ф-л, ООО_2023-02-02",0
АГРОПРОМ ООО,Трейдер,подсолнечник,"ЮР Валуйский МЭЗ ф-л, ООО",2023-02-08,2023-03-12,По факту,5.0,0.0,33.0,31.0,0.0,1100.0,0.0,1.0,0.0,"АГРОПРОМ ООО_ЮР Валуйский МЭЗ ф-л, ООО_2023-02-08",0
АГРОПРОМ ООО,Трейдер,подсолнечник,"ЮР Лискинский МЭЗ ф-л, ООО",2023-02-09,2023-03-09,По факту,5.0,0.0,32.5,31.0,0.0,1000.0,0.0,1.0,0.0,"АГРОПРОМ ООО_ЮР Лискинский МЭЗ ф-л, ООО_2023-02-09",0
АГРОПРОМ ООО,Трейдер,подсолнечник,"ЮР Валуйский МЭЗ ф-л, ООО",2023-02-10,2023-03-10,По факту,5.0,0.0,32.0,32.0,32.0,500.0,1500.0,1.0,1.0,"АГРОПРОМ ООО_ЮР Валуйский МЭЗ ф-л, ООО_2023-02-10",0
АГРОПРОМ ООО,Трейдер,подсолнечник,"Митрофановское ХПП, ООО",2023-02-22,2023-03-22,По факту,5.0,0.0,31.9,31.9,31.4,1000.0,1000.0,1.0,1.0,"АГРОПРОМ ООО_Митрофановское ХПП, ООО_2023-02-22",0
АГРОПРОМ ООО,Трейдер,подсолнечник,"ЮР Лискинский МЭЗ ф-л, ООО",2023-02-22,2023-03-22,По факту,5.0,0.0,32.0,32.0,29.0,1000.0,1000.0,1.0,1.0,"АГРОПРОМ ООО_ЮР Лискинский МЭЗ ф-л, ООО_2023-02-22",0
АГРОПРОМ ООО,Трейдер,подсолнечник,"ЮР Чернянский МЭЗ ф-л, ООО",2023-02-22,2023-03-22,По факту,5.0,0.0,32.0,32.0,32.0,600.0,600.0,1.0,1.0,"АГРОПРОМ ООО_ЮР Чернянский МЭЗ ф-л, ООО_2023-02-22",0
АГРОПРОМ ООО,Трейдер,подсолнечник,"ЮР Валуйский МЭЗ ф-л, ООО",2023-03-13,2023-04-13,По факту,5.0,0.0,31.0,31.0,31.0,1000.0,1000.0,1.0,1.0,"АГРОПРОМ ООО_ЮР Валуйский МЭЗ ф-л, ООО_2023-03-13",0
АГРОПРОМ ООО,Трейдер,подсолнечник,"ЮР Чернянский МЭЗ ф-л, ООО",2023-03-20,2023-04-10,По факту,5.0,0.0,27.54,27.54,0.0,500.0,0.0,1.0,0.0,"АГРОПРОМ ООО_ЮР Чернянский МЭЗ ф-л, ООО_2023-03-20",0
АГРОПРОМ ООО,Трейдер,подсолнечник,"ЮР Валуйский МЭЗ ф-л, ООО",2023-03-27,2023-04-24,По факту,5.0,0.0,31.82,31.82,0.0,1500.0,0.0,1.0,0.0,"АГРОПРОМ ООО_ЮР Валуйский МЭЗ ф-л, ООО_2023-03-27",0
АГРОПРОМ ООО,Трейдер,подсолнечник,"ЮР Валуйский МЭЗ ф-л, ООО",2023-04-12,2023-04-22,По факту,5.0,0.0,24.0,22.0,0.0,250.0,0.0,1.0,0.0,"АГРОПРОМ ООО_ЮР Валуйский МЭЗ ф-л, ООО_2023-04-12",0
АГРОПРОМ ООО,Трейдер,подсолнечник,"Митрофановское ХПП, ООО",2023-04-17,2023-04-27,По факту,5.0,0.0,24.0,22.0,0.0,300.0,0.0,1.0,0.0,"АГРОПРОМ ООО_Митрофановское ХПП, ООО_2023-04-17",0
АГРОПРОМ ООО,Трейдер,подсолнечник,"Митрофановское ХПП, ООО",2023-04-20,2023-05-05,По факту,5.0,0.0,24.5,22.0,0.0,500.0,0.0,1.0,0.0,"АГРОПРОМ ООО_Митрофановское ХПП, ООО_2023-04-20",0
АГРОПРОМ ООО,Трейдер,подсолнечник,"ЮР Валуйский МЭЗ ф-л, ООО",2023-04-20,2023-05-07,По факту,5.0,0.0,24.5,22.0,0.0,500.0,0.0,1.0,0.0,"АГРОПРОМ ООО_ЮР Валуйский МЭЗ ф-л, ООО_2023-04-20",0
АГРОПРОМ ООО,Трейдер,подсолнечник,"Митрофановское ХПП, ООО",2023-04-22,2023-05-21,По факту,5.0,0.0,25.0,23.0,0.0,500.0,0.0,1.0,0.0,"АГРОПРОМ ООО_Митрофановское ХПП, ООО_2023-04-22",0
АГРОПРОМ ООО,Трейдер,подсолнечник,"ЮР Валуйский МЭЗ ф-л, ООО",2023-04-22,2023-05-21,По факту,5.0,0.0,25.0,23.0,0.0,500.0,0.0,1.0,0.0,"АГРОПРОМ ООО_ЮР Валуйский МЭЗ ф-л, ООО_2023-04-22",0
АГРОПРОМ ООО,Трейдер,подсолнечник,"Митрофановское ХПП, ООО",2023-04-26,2023-05-26,По факту,5.0,0.0,27.0,23.0,0.0,500.0,0.0,1.0,0.0,"АГРОПРОМ ООО_Митрофановское ХПП, ООО_2023-04-26",0
АГРОПРОМ ООО,Трейдер,подсолнечник,"ЮР Валуйский МЭЗ ф-л, ООО",2023-04-26,2023-05-26,По факту,5.0,0.0,27.0,25.0,0.0,500.0,0.0,1.0,0.0,"АГРОПРОМ ООО_ЮР Валуйский МЭЗ ф-л, ООО_2023-04-26",0
АГРОПРОМ ООО,Трейдер,подсолнечник,"Митрофановское ХПП, ООО",2023-05-04,2023-06-04,По факту,5.0,0.0,27.0,24.0,0.0,500.0,0.0,1.0,0.0,"АГРОПРОМ ООО_Митрофановское ХПП, ООО_2023-05-04",0
АГРОПРОМ ООО,Трейдер,подсолнечник,"ЮР Валуйский МЭЗ ф-л, ООО",2023-05-04,2023-06-05,По факту,5.0,0.0,27.0,26.5,26.0,1000.0,1000.0,1.0,1.0,"АГРОПРОМ ООО_ЮР Валуйский МЭЗ ф-л, ООО_2023-05-04",0
АГРОПРОМ ООО,Трейдер,подсолнечник,"ЮР Валуйский МЭЗ ф-л, ООО",2023-05-05,2023-06-05,По факту,5.0,0.0,26.5,26.0,26.0,500.0,500.0,1.0,1.0,"АГРОПРОМ ООО_ЮР Валуйский МЭЗ ф-л, ООО_2023-05-05",0
АГРОПРОМ ООО,Трейдер,подсолнечник,"ЮР Чернянский МЭЗ ф-л, ООО",2023-05-08,2023-06-08,По факту,5.0,0.0,26.3,26.15,26.0,500.0,500.0,1.0,1.0,"АГРОПРОМ ООО_ЮР Чернянский МЭЗ ф-л, ООО_2023-05-08",0
АГРОПРОМ ООО,Трейдер,подсолнечник,"ЮР Валуйский МЭЗ ф-л, ООО",2023-05-15,2023-06-15,По факту,5.0,0.0,27.0,26.5,26.0,1500.0,1500.0,1.0,1.0,"АГРОПРОМ ООО_ЮР Валуйский МЭЗ ф-л, ООО_2023-05-15",0
АГРОПРОМ ООО,Трейдер,подсолнечник,"ЮР Чернянский МЭЗ ф-л, ООО",2023-05-18,2023-06-18,По факту,5.0,0.0,26.55,25.333333333333332,26.0,500.0,500.0,1.0,1.0,"АГРОПРОМ ООО_ЮР Чернянский МЭЗ ф-л, ООО_2023-05-18",0
АГРОПРОМ ООО,Трейдер,подсолнечник,"ЮР Валуйский МЭЗ ф-л, ООО",2023-05-25,2023-06-25,По факту,5.0,0.0,25.705,23.0,0.0,2000.0,0.0,1.0,0.0,"АГРОПРОМ ООО_ЮР Валуйский МЭЗ ф-л, ООО_2023-05-25",0
АГРОПРОМ ООО,Трейдер,подсолнечник,"ЮР Чернянский МЭЗ ф-л, ООО",2023-05-25,2023-06-25,По факту,5.0,0.0,25.4,23.0,0.0,500.0,0.0,1.0,0.0,"АГРОПРОМ ООО_ЮР Чернянский МЭЗ ф-л, ООО_2023-05-25",0
АГРОПРОМ ООО,Трейдер,подсолнечник,"ЮР Аннинский МЭЗ ф-л, ООО",2023-05-26,2023-06-30,По факту,5.0,0.0,25.0,20.0,0.0,1000.0,0.0,1.0,0.0,"АГРОПРОМ ООО_ЮР Аннинский МЭЗ ф-л, ООО_2023-05-26",0
АГРОПРОМ ООО,Трейдер,подсолнечник,"ЮР Валуйский МЭЗ ф-л, ООО",2023-05-30,2023-06-13,По факту,5.0,0.0,23.5,23.25,23.0,1400.0,1520.0,1.0,1.0,"АГРОПРОМ ООО_ЮР Валуйский МЭЗ ф-л, ООО_2023-05-30",1
АГРОПРОМ ООО,Трейдер,подсолнечник,"ЮР Чернянский МЭЗ ф-л, ООО",2023-06-08,2023-06-22,По факту,5.0,0.0,23.4,23.0,0.0,2000.0,0.0,1.0,0.0,"АГРОПРОМ ООО_ЮР Чернянский МЭЗ ф-л, ООО_2023-06-08",0
АГРОПРОМ ООО,Трейдер,подсолнечник,"ЮР Чернянский МЭЗ ф-л, ООО",2023-06-15,2023-06-29,По факту,5.0,0.0,23.15,22.0,0.0,1500.0,0.0,1.0,0.0,"АГРОПРОМ ООО_ЮР Чернянский МЭЗ ф-л, ООО_2023-06-15",0
АГРОПРОМ ООО,Трейдер,подсолнечник,"ЮР Валуйский МЭЗ ф-л, ООО",2023-07-19,2023-08-06,По факту,5.0,0.0,26.5,25.0,0.0,1100.0,0.0,1.0,0.0,"АГРОПРОМ ООО_ЮР Валуйский МЭЗ ф-л, ООО_2023-07-19",0
АГРОСОЮЗТРЕЙД ООО,СХТП,подсолнечник,"ЮР Тарасовский филиал, АО",2022-11-03,2022-11-24,По факту,10.0,0.9,24.9,24.9,24.0,500.0,519.0,1.0,1.0,"АГРОСОЮЗТРЕЙД ООО_ЮР Тарасовский филиал, АО_2022-11-03",0
АГРОСОЮЗТРЕЙД ООО,СХТП,подсолнечник,"Юг Руси, АО",2022-11-11,2022-11-25,По факту,10.0,1.4,24.4,24.4,23.0,150.0,170.0,1.0,1.0,"АГРОСОЮЗТРЕЙД ООО_Юг Руси, АО_2022-11-11",0
АГРОСОЮЗТРЕЙД ООО,СХТП,подсолнечник,"ЮР Тарасовский филиал, АО",2022-11-25,2022-12-09,По факту,15.0,0.9,25.9,25.0,24.1,200.0,200.0,1.0,1.0,"АГРОСОЮЗТРЕЙД ООО_ЮР Тарасовский филиал, АО_2022-11-25",0
АГРОСОЮЗТРЕЙД ООО,СХТП,подсолнечник,"Юг Руси, АО",2022-11-29,2022-12-15,По факту,15.0,1.4,25.4,24.5,23.1,250.0,250.0,1.0,1.0,"АГРОСОЮЗТРЕЙД ООО_Юг Руси, АО_2022-11-29",0
АГРОСОЮЗТРЕЙД ООО,СХТП,подсолнечник,"Юг Руси, АО",2022-12-08,2022-12-30,По факту,15.0,1.4,25.0,25.0,23.6,250.0,253.0,1.0,1.0,"АГРОСОЮЗТРЕЙД ООО_Юг Руси, АО_2022-12-08",0
АГРОСОЮЗТРЕЙД ООО,СХТП,подсолнечник,"Юг Руси, АО",2022-12-23,2022-12-31,По факту,15.0,0.0,25.0,25.0,0.0,25.0,0.0,1.0,0.0,"АГРОСОЮЗТРЕЙД ООО_Юг Руси, АО_2022-12-23",0
АГРОСОЮЗТРЕЙД ООО,СХТП,подсолнечник,"Юг Руси, АО",2023-01-05,2023-01-07,По факту,10.0,0.0,25.0,25.0,25.0,50.0,50.0,1.0,1.0,"АГРОСОЮЗТРЕЙД ООО_Юг Руси, АО_2023-01-05",0
АГРОТЕК ООО,Трейдер,подсолнечник,"ЮР Лабинский МЭЗ ф-л, ООО",2022-09-08,2022-09-25,По факту,10.0,0.0,26.0,26.0,26.0,1000.0,1000.0,1.0,1.0,"АГРОТЕК ООО_ЮР Лабинский МЭЗ ф-л, ООО_2022-09-08",1
АГРОТЕК ООО,Трейдер,подсолнечник,"Юг Руси, АО",2022-09-08,2022-09-18,По факту,10.0,0.0,25.0,25.0,0.0,100.0,0.0,1.0,0.0,"АГРОТЕК ООО_Юг Руси, АО_2022-09-08",0
АГРОТЕК ООО,Трейдер,подсолнечник,"ЮР Лабинский МЭЗ ф-л, ООО",2022-10-26,2022-11-10,По факту,10.0,0.0,23.0,23.0,0.0,100.0,0.0,1.0,0.0,"АГРОТЕК ООО_ЮР Лабинский МЭЗ ф-л, ООО_2022-10-26",0
АГРОТЕК ООО,Трейдер,подсолнечник,"Юг Руси, АО",2022-11-01,2022-11-07,По факту,10.0,0.0,23.0,23.0,23.0,150.0,182.08,1.0,1.0,"АГРОТЕК ООО_Юг Руси, АО_2022-11-01",1
АГРОТЕК ООО,Трейдер,подсолнечник,"Юг Руси, АО",2022-11-09,2022-11-23,По факту,10.0,0.0,24.0,23.0,0.0,300.0,0.0,1.0,0.0,"АГРОТЕК ООО_Юг Руси, АО_2022-11-09",0
АГРОТЕК ООО,Трейдер,подсолнечник,"Юг Руси, АО",2022-11-10,2022-11-30,По факту,10.0,0.0,24.0,23.0,0.0,500.0,0.0,1.0,0.0,"АГРОТЕК ООО_Юг Руси, АО_2022-11-10",0
АГРОТЕК ООО,Трейдер,подсолнечник,"Юг Руси, АО",2022-11-11,2022-12-02,По факту,10.0,0.0,24.0,24.0,24.0,500.0,500.0,1.0,1.0,"АГРОТЕК ООО_Юг Руси, АО_2022-11-11",0
АГРОТЕК ООО,Трейдер,подсолнечник,"Юг Руси, АО",2022-11-22,2022-12-13,По факту,10.0,0.0,24.5,24.5,24.5,1000.0,246.0,1.0,1.0,"АГРОТЕК ООО_Юг Руси, АО_2022-11-22",0
АГРОТЕК ООО,Трейдер,подсолнечник,"ЮР Лабинский МЭЗ ф-л, ООО",2023-02-28,2023-03-31,По факту,5.0,0.0,31.0,31.0,0.0,450.0,0.0,1.0,0.0,"АГРОТЕК ООО_ЮР Лабинский МЭЗ ф-л, ООО_2023-02-28",0
АГРОТЕК ООО,Трейдер,подсолнечник,"ЮР Лабинский МЭЗ ф-л, ООО",2023-03-01,2023-03-31,По факту,5.0,0.0,31.0,31.0,31.0,1450.0,1450.0,1.0,1.0,"АГРОТЕК ООО_ЮР Лабинский МЭЗ ф-л, ООО_2023-03-01",0
АГРОТЕК ООО,Трейдер,подсолнечник,"ЮР Лабинский МЭЗ ф-л, ООО",2023-03-02,2023-04-02,По факту,5.0,0.0,31.5,29.0,0.0,1700.0,0.0,1.0,0.0,"АГРОТЕК ООО_ЮР Лабинский МЭЗ ф-л, ООО_2023-03-02",0
АГРОТЕК ООО,Трейдер,рапс,"ЮР Кропоткинский МЭЗ ф-л, ООО",2023-03-02,2023-04-23,По факту,5.0,0.0,31.0,29.0,0.0,700.0,0.0,1.0,0.0,"АГРОТЕК ООО_ЮР Кропоткинский МЭЗ ф-л, ООО_2023-03-02",0
АГРОТЕК ООО,Трейдер,подсолнечник,"ЮР Лабинский МЭЗ ф-л, ООО",2023-05-19,2023-06-10,По факту,5.0,0.0,25.0,25.0,25.0,800.0,800.0,1.0,1.0,"АГРОТЕК ООО_ЮР Лабинский МЭЗ ф-л, ООО_2023-05-19",0
АГРОФИРМА КОЛОС ООО,СХТП,подсолнечник,"ЮР Валуйский МЭЗ ф-л, ООО",2022-11-15,2022-12-06,По факту,10.0,0.0,25.0,25.0,0.0,200.0,0.0,1.0,0.0,"АГРОФИРМА КОЛОС ООО_ЮР Валуйский МЭЗ ф-л, ООО_2022-11-15",0
АГРОФИРМА КОЛОС ООО,СХТП,подсолнечник,"ЮР Валуйский МЭЗ ф-л, ООО",2022-12-05,2022-12-30,По факту,15.0,0.0,27.0,25.0,25.0,200.0,200.0,1.0,1.0,"АГРОФИРМА КОЛОС ООО_ЮР Валуйский МЭЗ ф-л, ООО_2022-12-05",0
АГРОФИРМА КОЛОС ООО,СХТП,подсолнечник,"ЮР Валуйский МЭЗ ф-л, ООО",2022-12-12,2022-12-30,По факту,15.0,0.0,26.5,26.5,26.5,200.0,200.0,1.0,1.0,"АГРОФИРМА КОЛОС ООО_ЮР Валуйский МЭЗ ф-л, ООО_2022-12-12",0
АГРОФИРМА КРАСНОСУЛИНСКАЯ ООО,СХТП,подсолнечник,"Юг Руси, АО",2022-11-03,2022-11-05,По факту,10.0,0.0,23.0,23.0,23.0,68.0,68.0,1.0,1.0,"АГРОФИРМА КРАСНОСУЛИНСКАЯ ООО_Юг Руси, АО_2022-11-03",0
АГРОФИРМА КРАСНОСУЛИНСКАЯ ООО,СХТП,подсолнечник,"Юг Руси, АО",2022-11-11,2022-11-14,По факту,10.0,0.0,23.0,23.0,23.0,50.0,50.0,1.0,1.0,"АГРОФИРМА КРАСНОСУЛИНСКАЯ ООО_Юг Руси, АО_2022-11-11",0
АГРОФИРМА КРАСНОСУЛИНСКАЯ ООО,СХТП,подсолнечник,"Юг Руси, АО",2022-11-29,2022-12-08,По факту,15.0,0.0,24.0,24.0,0.0,50.0,0.0,1.0,0.0,"АГРОФИРМА КРАСНОСУЛИНСКАЯ ООО_Юг Руси, АО_2022-11-29",0
АГРОФИРМА КРАСНОСУЛИНСКАЯ ООО,СХТП,подсолнечник,"Юг Руси, АО",2022-11-30,2022-12-09,По факту,15.0,0.0,25.0,25.0,25.0,50.0,50.0,1.0,1.0,"АГРОФИРМА КРАСНОСУЛИНСКАЯ ООО_Юг Руси, АО_2022-11-30",0
АГРОФИРМА КРАСНОСУЛИНСКАЯ ООО,СХТП,подсолнечник,"Юг Руси, АО",2022-12-15,2022-12-31,По факту,15.0,0.0,25.0,25.0,25.0,100.0,100.0,1.0,1.0,"АГРОФИРМА КРАСНОСУЛИНСКАЯ ООО_Юг Руси, АО_2022-12-15",0
АГРОФИРМА КРАСНОСУЛИНСКАЯ ООО,СХТП,подсолнечник,"Юг Руси, АО",2022-12-26,2023-01-10,По факту,15.0,0.0,25.0,25.0,25.0,45.0,45.0,1.0,1.0,"АГРОФИРМА КРАСНОСУЛИНСКАЯ ООО_Юг Руси, АО_2022-12-26",0
АГРОФИРМА КРАСНОСУЛИНСКАЯ ООО,СХТП,подсолнечник,"Юг Руси, АО",2023-02-08,2023-02-16,По факту,15.0,0.0,30.0,30.0,30.0,45.0,45.0,1.0,1.0,"АГРОФИРМА КРАСНОСУЛИНСКАЯ ООО_Юг Руси, АО_2023-02-08",0
