iter	Logloss
126	0.5370216003
127	0.5368290228
128	0.5365344802
129	0.536320343
130	0.5361146021
131	0.535756769
132	0.5355810765
133	0.5352452928
134	0.5349900182
135	0.5347575097
136	0.5345937959
137	0.5343328888
138	0.5340930426
139	0.5340027776
140	0.5338132865
141	0.5335904833
142	0.5334074206
143	0.5332524113
144	0.5330610515
145	0.53279465
146	0.5325913229
147	0.5323943819
148	0.5322114186
149	0.5319828065
150	0.5316906828
151	0.5315297556
152	0.5313852885
153	0.5312128227
154	0.5310412183
155	0.5308169465
156	0.5305556682
157	0.5304064084
158	0.5302201369
159	0.5299681
160	0.5298094749
161	0.5295564226
162	0.5293777975
163	0.5291741628
164	0.5289531916
165	0.5287961095
166	0.5286369294
167	0.5284718711
168	0.5283384534
169	0.5280675077
170	0.5278953251
171	0.5278112575
172	0.52757061
173	0.5273832794
174	0.5272271387
175	0.527058222
176	0.526871629
177	0.5267036782
178	0.5264872181
179	0.5263379359
180	0.5262121749
181	0.5260561959
182	0.5259416521
183	0.5258311603
184	0.5255704707
185	0.5254295239
186	0.5252712035
187	0.5251688629
188	0.5250297301
189	0.5249280622
190	0.5247538509
191	0.524582813
192	0.5244427676
193	0.5242425381
194	0.5240951504
195	0.5238943893
196	0.5236780427
197	0.5235193268
198	0.5233618705
199	0.5232618677
200	0.5231561496
201	0.5229192294
202	0.5227299801
203	0.5225734437
204	0.5222932543
205	0.5220498085
206	0.5219414795
207	0.5217395291
208	0.5215693103
209	0.5214125437
210	0.5212920654
211	0.5211209704
212	0.520989157
213	0.5207941531
214	0.520658492
215	0.5205042493
216	0.5203111073
217	0.5201356655
218	0.5199565867
219	0.5197533962
220	0.5196353648
221	0.5193613128
222	0.5192279626
223	0.5190128346
224	0.5189119969
225	0.5187142494
226	0.5183418075
227	0.5182288802
228	0.5180268933
229	0.517837294
230	0.5176535125
231	0.517528095
232	0.5174357607
233	0.5172582697
234	0.5171339525
235	0.5169815067
236	0.5168103089
237	0.5166925551
238	0.5165334989
239	0.5163217693
240	0.5162387634
241	0.5161042115
242	0.5159199703
243	0.5157343759
244	0.5156324314
245	0.5154260463
246	0.5152282492
247	0.5151023986
248	0.5149601162
249	0.5147906797
250	0.5146692526
251	0.5144808212
252	0.5143650055
253	0.5142367532
254	0.5141328802
255	0.5139683605
256	0.5138234264
257	0.5136589578
258	0.5135683341
259	0.5133508918
260	0.5132508278
261	0.5130921447
262	0.5129607662
263	0.5128070402
264	0.5127194863
265	0.5125286937
266	0.5124252937
267	0.5123732031
268	0.512157301
269	0.5120685655
270	0.5118826253
271	0.5117496984
272	0.511648216
273	0.5114896204
274	0.511372323
275	0.511317464
276	0.5111414103
277	0.5110038226
278	0.5108778945
279	0.5106638491
280	0.5105326755
281	0.5104483112
282	0.5103465662
283	0.5102391074
284	0.5100257947
285	0.5098878372
286	0.509726769
287	0.5095058833
288	0.5094379875
289	0.5093290829
290	0.5092298262
291	0.5091241633
292	0.5089311834
293	0.5088619664
294	0.5087627302
295	0.5086887941
296	0.5084395705
297	0.5083046153
298	0.508138409
299	0.5080247165
300	0.5079105426
301	0.5077628918
302	0.5076225426
303	0.5074535451
304	0.507302872
305	0.5071328628
306	0.5069477736
307	0.5067792921
308	0.5066395046
309	0.5065835178
310	0.5064162436
311	0.5061958023
312	0.5061136803
313	0.5059634131
314	0.5056963475
315	0.5055931805
316	0.505533635
317	0.5053843546
318	0.505307087
319	0.5051556702
320	0.5050142973
321	0.5048939566
322	0.5046790885
323	0.5044755087
324	0.5043644987
325	0.5041583529
326	0.5039800209
327	0.5037875865
328	0.5036256772
329	0.5034990038
330	0.5033057025
331	0.5031670479
332	0.5030939133
333	0.5029143608
334	0.5028225398
335	0.5026414273
336	0.502488067
337	0.5023053954
338	0.5021655917
339	0.5020795073
340	0.5019504784
341	0.5018884841
342	0.5016468377
343	0.5015257267
344	0.5013774046
345	0.5012496939
346	0.5011838389
347	0.5011012147
348	0.5009102423
349	0.5007871731
350	0.5006581298
351	0.5005108218
352	0.5004395132
353	0.5003302975
354	0.5001489726
355	0.5000623616
356	0.4999098897
357	0.4998147771
358	0.4997127708
359	0.4996555534
360	0.499592622
361	0.4994881481
362	0.4993212642
363	0.4992052838
364	0.4991349747
365	0.498988762
366	0.4988375073
367	0.4987620535
368	0.4986919075
369	0.4984958788
370	0.4984034097
371	0.4982609069
372	0.4980770619
373	0.4979404417
374	0.4978309943
375	0.4976573477
376	0.4975699265
377	0.4974477384
378	0.4972595308
379	0.4971289092
380	0.4970041613
381	0.4969435907
382	0.4968231029
383	0.4966694365
384	0.4965094041
385	0.4963945428
386	0.4962891441
387	0.4961920703
388	0.4960445787
389	0.495854743
390	0.4957586392
391	0.4956101706
392	0.4954487779
393	0.4953237551
394	0.4951649157
395	0.4950347788
396	0.4948726107
397	0.4947281997
398	0.494627142
399	0.4943993322
400	0.4943405194
401	0.4942633169
402	0.4941027824
403	0.4939782259
404	0.4937932612
405	0.4937617596
406	0.4936415427
407	0.4934414575
408	0.4933186999
409	0.4932404422
410	0.4931156824
411	0.4929771309
412	0.4928549817
413	0.4927878377
414	0.4926791004
415	0.4925839341
416	0.492454235
417	0.4923282813
418	0.4921733179
419	0.4920488034
420	0.4919121892
421	0.4918225812
422	0.4917841418
423	0.4916991009
424	0.491626549
425	0.4914775391
426	0.4913904197
427	0.49123606
428	0.4910466591
429	0.4908869838
430	0.4906867425
431	0.4904824111
432	0.4903481794
433	0.4901707057
434	0.4900298013
435	0.4899121244
436	0.4897801031
437	0.4896823643
438	0.4894950498
439	0.4894023609
440	0.48934709
441	0.4892749564
442	0.4891091259
443	0.4890163794
444	0.4889323195
445	0.4886761111
446	0.4885182227
447	0.4883086729
448	0.4881645693
449	0.4880721825
450	0.4879325522
451	0.4877760633
452	0.4875987198
453	0.4873979505
454	0.4871985861
455	0.4870224613
456	0.4869615581
457	0.4868040187
458	0.4866778838
459	0.4865708585
460	0.4864677682
461	0.4863185649
462	0.4862193141
463	0.4859772183
464	0.4858316462
465	0.4856762345
466	0.4854723726
467	0.4852477161
468	0.4850708631
469	0.4849376281
470	0.4848561309
471	0.4847183156
472	0.4845738152
473	0.4843973944
474	0.4842671896
475	0.4841329307
476	0.4839915162
477	0.4839549925
478	0.4837868033
479	0.4836866167
480	0.4835507266
481	0.4834195173
482	0.4832872127
483	0.4832301332
484	0.4831373777
485	0.4829465248
486	0.4828315745
487	0.4826669922
488	0.4825358387
489	0.482394186
490	0.4822197754
491	0.4821447063
492	0.481968132
493	0.4818933737
494	0.4818359017
495	0.4816935379
496	0.4815289563
497	0.4814325574
498	0.4812757252
499	0.4811041363
500	0.4809460408
501	0.4808213234
502	0.4807653184
503	0.4805770792
504	0.4803650138
505	0.4801680604
506	0.4800957825
507	0.480000307
508	0.4798447637
509	0.4796888731
510	0.4796284094
511	0.4795225872
512	0.4794689029
513	0.479375213
514	0.4791277121
515	0.4790266881
516	0.4788806241
517	0.4786294241
518	0.478497006
519	0.4783899821
520	0.4781903436
521	0.4780332345
522	0.4778354295
523	0.4776548634
524	0.4775188342
525	0.4773017716
526	0.4772624583
527	0.4771412857
528	0.4770883032
529	0.4770384002
530	0.4768318854
531	0.4766392985
532	0.4765375829
533	0.4764880896
534	0.4764469969
535	0.4763491499
536	0.4762381755
537	0.4761405002
538	0.4759977994
539	0.4759154095
540	0.4757926403
541	0.4756522604
542	0.4755137004
543	0.4753790177
544	0.4751974863
545	0.4750240567
546	0.474837158
547	0.4747149342
548	0.4746173874
549	0.4745649675
550	0.474386578
551	0.4743120601
552	0.4742179726
553	0.4741038602
554	0.4739109564
555	0.4736722488
556	0.4735427484
557	0.4733381855
558	0.4732447154
559	0.4731773995
560	0.4730108104
561	0.4728478491
562	0.4726777715
563	0.4726075676
564	0.4725152386
565	0.4723594414
566	0.4722098624
567	0.4720922407
568	0.4720541583
569	0.4718308265
570	0.4715964754
571	0.4714551068
572	0.4712646278
573	0.471135776
574	0.4709999337
575	0.4708613626
576	0.4707678606
577	0.4707241199
578	0.4705966045
579	0.4704456284
580	0.470256196
581	0.4701410091
582	0.4699151815
583	0.4698632267
584	0.4697794657
585	0.4697099232
586	0.4696838037
587	0.4694479302
588	0.4692438814
589	0.4691370723
590	0.4689367896
591	0.4687676749
592	0.468642364
593	0.4685811616
594	0.4684293726
595	0.4682774401
596	0.4681517601
597	0.4680027388
598	0.467893714
599	0.4677436769
600	0.4676208491
601	0.4673911352
602	0.4673282543
603	0.4672145123
604	0.4670793249
605	0.4669127792
606	0.4668102303
607	0.4666375473
608	0.4664083072
609	0.4662695075
610	0.4662061325
611	0.4660149526
612	0.4659201692
613	0.465799495
614	0.465656362
615	0.4655998172
616	0.4655057639
617	0.465477125
618	0.4653931048
619	0.4653206654
620	0.4652029484
621	0.46515788
622	0.4649406265
623	0.4648491238
624	0.464696776
625	0.4645462327
626	0.4644665846
627	0.4644299604
628	0.464294599
629	0.4642159303
630	0.4640463331
631	0.4638644773
632	0.4637569117
633	0.4637122962
634	0.4635649649
635	0.4634976279
636	0.4633647156
637	0.4632396169
638	0.4631246565
639	0.463082763
640	0.4629214967
641	0.4627796989
642	0.4627389189
643	0.4625394867
644	0.4623238121
645	0.4621403776
646	0.4620875038
647	0.4619952606
648	0.461884997
649	0.4617912487
650	0.4616783012
651	0.4615568755
652	0.4614359556
653	0.4613513519
654	0.4612202196
655	0.4611524678
656	0.4610252592
657	0.4608874202
658	0.4607324848
659	0.4606218725
660	0.460539838
661	0.4604723189
662	0.4602812764
663	0.4601903914
664	0.460026183
665	0.4599112201
666	0.4598245209
667	0.4596529042
668	0.4594731837
669	0.459295122
670	0.459173934
671	0.4591323525
672	0.4589444279
673	0.4588226032
674	0.4587657606
675	0.4586303243
676	0.4585288264
677	0.4585021668
678	0.4584026494
679	0.4583104261
680	0.4582463159
681	0.4582161149
682	0.4581246167
683	0.457907272
684	0.4577605794
685	0.4576022181
686	0.4574977139
687	0.4573711901
688	0.4572807192
689	0.4571666209
690	0.45704793
691	0.4569592736
692	0.4567775266
693	0.4565810152
694	0.4564540029
695	0.4563255241
696	0.4562069084
697	0.4560900356
698	0.4559262821
699	0.4558493034
700	0.455745535
701	0.4555329034
702	0.4554800387
703	0.4553683286
704	0.4553020393
705	0.4551397064
706	0.4549875141
707	0.4548500089
708	0.4547614101
709	0.4546629671
710	0.4545277874
711	0.454348218
712	0.4542469185
713	0.4541376271
714	0.4540553926
715	0.4538794263
716	0.4537227052
717	0.4536028995
718	0.4534959965
719	0.4533591127
720	0.4531559493
721	0.4530001453
722	0.4529066354
723	0.4528624318
724	0.4528395345
725	0.4527310892
726	0.4525980706
727	0.4525691112
728	0.4524171847
729	0.4523338002
730	0.4522837709
731	0.4520932652
732	0.4519853252
733	0.4519054573
734	0.4518327242
735	0.4517009712
736	0.4516228685
737	0.4514507149
738	0.451274061
739	0.4512173984
740	0.4511635677
741	0.4510468218
742	0.4508643342
743	0.4507217796
744	0.4507018777
745	0.4506405323
746	0.4505773194
747	0.450460766
748	0.4503073104
749	0.4502332409
750	0.4501074856
751	0.4500358568
752	0.449898924
753	0.4497752791
754	0.4496739398
755	0.4494991365
756	0.4493546422
757	0.4491835341
758	0.4491362532
759	0.4490289747
760	0.4489044013
761	0.4487919841
762	0.4485746147
763	0.4485144122
764	0.4484115614
765	0.4483272084
766	0.4482456515
767	0.4481448508
768	0.4480364231
769	0.4480115708
770	0.4478896558
771	0.4478383442
772	0.4477255359
773	0.4476011602
774	0.4475143095
775	0.4474191824
776	0.4472846838
777	0.4471380905
778	0.4469858217
779	0.4468186252
780	0.4466957767
781	0.4466594455
782	0.4465140674
783	0.4464376981
784	0.4464162126
785	0.4463963136
786	0.4462360031
787	0.4461110119
788	0.4460153927
789	0.445927668
790	0.4458051095
791	0.4457037983
792	0.4456874851
793	0.4455437504
794	0.445410955
795	0.4453297472
796	0.4452520736
797	0.4451333257
798	0.4450664676
799	0.4449487479
800	0.4449207037
801	0.4447750034
802	0.444672668
803	0.4445254175
804	0.4444052855
805	0.4443106709
806	0.4442352302
807	0.4442018076
808	0.444025338
809	0.443974817
810	0.4438848634
811	0.4438250587
812	0.4437034922
813	0.4435412471
814	0.443520247
815	0.4433334819
816	0.4432129922
817	0.4431352992
818	0.4430055879
819	0.442861931
820	0.4427438754
821	0.4425910824
822	0.4424464683
823	0.442340114
824	0.4421951607
825	0.4420917465
826	0.4419362113
827	0.4418190097
828	0.4416361456
829	0.4414930857
830	0.4414257822
831	0.4413335408
832	0.4412180069
833	0.4411053181
834	0.4410178559
835	0.440827471
836	0.4407293494
837	0.44064606
838	0.4405132882
839	0.4404798207
840	0.440348691
841	0.440220907
842	0.4400916212
843	0.4399510267
844	0.4397936552
845	0.4397572023
846	0.4396723406
847	0.4396187913
848	0.4394507152
849	0.4393524722
850	0.4392027347
851	0.4390892369
852	0.4389298862
853	0.4388289359
854	0.4387495827
855	0.4387098198
856	0.4386166418
857	0.4384851531
858	0.4383949006
859	0.4382926709
860	0.4381540002
861	0.4379587535
862	0.4378546332
863	0.4378333481
864	0.4376707423
865	0.4375565967
866	0.4374408447
867	0.437384138
868	0.4372977724
869	0.4371834652
870	0.4371136958
871	0.4370379281
872	0.4368925062
873	0.436760194
874	0.4366405442
875	0.4365140991
876	0.4363581138
877	0.4362539594
878	0.436053578
879	0.4359363836
880	0.435834257
881	0.4357261557
882	0.4355585447
883	0.4353954293
884	0.4353438256
885	0.4352094495
886	0.4350861655
887	0.4350081833
888	0.4349488153
889	0.4347525791
890	0.4347346102
891	0.4347044367
892	0.4345650838
893	0.4344844486
894	0.4343625851
895	0.4342794752
896	0.4341940337
897	0.4340925242
898	0.4339822734
899	0.4339617416
900	0.4338295662
901	0.4337851688
902	0.4337618382
903	0.4336793079
904	0.4336172813
905	0.4334455247
906	0.4332929906
907	0.4331953449
908	0.4331012021
909	0.4329545355
910	0.4328472647
911	0.4327542902
912	0.4327109469
913	0.4325964105
914	0.4324181697
915	0.4323892991
916	0.4323096949
917	0.4322847387
918	0.432153582
919	0.4320451789
920	0.4319325013
921	0.4318253443
922	0.4316550245
923	0.4316338248
924	0.4315492091
925	0.4314293363
926	0.4312808494
927	0.431245409
928	0.4310748676
929	0.4309312779
930	0.4308734413
931	0.43075774
932	0.4306838222
933	0.4306448181
934	0.4305686344
935	0.4304068733
936	0.4303311938
937	0.430260295
938	0.430110225
939	0.4300099844
940	0.4298935735
941	0.4298744492
942	0.4297915255
943	0.4296487044
944	0.4295790871
945	0.4294218968
946	0.4292960137
947	0.4291684942
948	0.42910568
949	0.4289838148
950	0.4288497925
951	0.4287275078
952	0.4286878657
953	0.4285866507
954	0.4284803948
955	0.4283487314
956	0.4282505123
957	0.4281647279
958	0.4280684743
959	0.4280132787
960	0.4279405919
961	0.4278230138
962	0.427705291
963	0.427569651
964	0.4275373941
965	0.4273787141
966	0.4273179278
967	0.4271929396
968	0.4271367889
969	0.4270408086
970	0.4269899086
971	0.4268335731
972	0.426802559
973	0.426684418
974	0.4266262714
975	0.4265795801
976	0.4264706009
977	0.4264239191
978	0.4264023399
979	0.4262538367
980	0.4261757981
981	0.4260462755
982	0.4259084398
983	0.4258236884
984	0.4256706923
985	0.4255905969
986	0.4254583981
987	0.4252845492
988	0.4252080682
989	0.4251337194
990	0.4250292716
991	0.4249797906
992	0.4248827801
993	0.424733996
994	0.4246138021
995	0.4244867547
996	0.4243556227
997	0.424307061
998	0.4242627186
999	0.4241077735
